Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Purchase Year,Purchase Month,Response Duration (hrs)
56,2,39,4,6,0,0,2,5,2021,10,-18.416666666666668
52,1,16,2,13,0,0,2,2,2021,1,3.933333333333333
39,2,1,4,1,0,3,0,3,2021,8,3.433333333333333
56,1,9,4,15,0,2,2,1,2020,5,-8.3
52,0,8,0,9,0,3,2,1,2020,11,8.383333333333333
32,2,12,1,9,0,1,2,4,2020,1,-7.1
65,1,17,1,8,0,1,0,1,2021,12,-22.3
39,1,31,0,10,0,2,2,4,2021,9,8.583333333333334
37,2,9,4,4,0,1,0,1,2020,1,4.866666666666666
45,0,1,4,0,0,1,0,2,2020,6,5.5
70,2,18,3,2,0,0,0,3,2020,8,1.2333333333333334
44,0,19,3,11,0,0,0,2,2021,2,-5.283333333333333
54,0,40,0,9,0,1,2,5,2021,3,-16.2
27,0,22,4,3,0,1,2,1,2021,12,15.25
57,2,29,4,12,0,1,2,5,2021,6,-5.966666666666667
22,1,11,1,1,0,3,2,1,2021,1,-19.233333333333334
42,2,41,2,9,0,1,2,5,2020,12,-6.083333333333333
34,2,41,4,14,0,3,0,4,2020,4,14.966666666666667
42,2,13,2,5,0,3,2,1,2020,5,14.283333333333333
50,1,21,0,6,0,2,0,4,2020,7,-11.733333333333333
56,0,34,1,2,0,2,0,2,2021,1,6.8
60,1,31,3,6,0,0,2,5,2020,5,-4.45
54,1,37,2,8,0,1,2,1,2021,6,-18.833333333333332
56,2,25,2,0,0,2,0,1,2021,10,-8.85
64,0,11,0,10,0,2,0,5,2021,9,2.2666666666666666
52,1,17,3,1,0,2,3,2,2020,8,-13.85
51,2,9,2,12,0,1,1,4,2020,2,-5.383333333333334
36,2,4,4,8,0,2,1,2,2021,8,-14.983333333333333
70,0,6,1,3,0,1,2,1,2021,11,-0.8166666666666667
40,0,12,3,1,0,2,3,4,2020,8,-7.916666666666667
51,2,32,1,13,0,1,0,1,2020,5,1.2333333333333334
70,2,33,0,7,0,1,2,3,2020,4,-9.716666666666667
42,0,29,0,7,0,2,0,2,2020,12,7.433333333333334
69,0,41,3,6,0,2,2,2,2021,9,-3.8666666666666667
64,2,41,3,1,0,2,1,2,2021,6,9.683333333333334
66,1,31,1,10,0,1,1,3,2021,3,9.366666666666667
44,2,36,3,0,0,1,1,4,2021,10,4.833333333333333
50,0,16,1,3,0,1,0,5,2020,10,14.166666666666666
20,0,9,4,8,0,0,1,4,2020,9,12.216666666666667
34,1,17,0,7,0,0,3,3,2021,9,0.25
39,2,27,4,8,0,3,2,1,2020,9,2.25
60,1,32,4,0,0,2,1,1,2021,8,19.716666666666665
43,1,3,2,7,0,1,0,1,2020,4,-7.95
60,1,25,1,14,0,0,0,4,2020,10,14.9
18,2,8,4,0,0,0,3,2,2020,10,4.816666666666666
45,0,37,2,0,0,1,0,5,2020,10,9.583333333333334
33,2,15,2,11,0,2,2,2,2020,9,14.416666666666666
52,1,25,2,1,0,1,3,1,2020,2,3.3
66,2,8,3,7,0,2,2,3,2021,6,7.766666666666667
49,2,1,0,2,0,0,3,1,2021,3,8.233333333333333
34,0,34,0,15,0,0,2,4,2020,5,-2.65
50,0,9,2,2,0,0,0,2,2020,10,19.533333333333335
57,2,2,3,7,0,3,3,4,2021,11,-15.333333333333334
63,0,3,4,11,0,1,0,4,2020,4,-5.516666666666667
44,0,29,3,6,0,3,3,5,2020,3,10.166666666666666
34,2,23,4,1,0,2,3,5,2020,4,6.316666666666666
26,0,22,2,3,0,3,1,4,2020,7,10.283333333333333
28,0,22,1,14,0,0,2,1,2021,3,-12.383333333333333
44,1,40,2,2,0,3,2,1,2020,12,18.833333333333332
41,0,33,3,6,0,2,3,5,2021,6,20.716666666666665
27,0,8,3,9,0,3,3,4,2020,4,5.183333333333334
43,1,34,2,9,0,1,1,5,2020,2,-0.7666666666666667
24,1,30,4,15,0,0,2,5,2021,3,8.9
69,0,26,3,3,0,1,2,5,2020,4,-15.083333333333334
42,0,7,1,15,0,1,0,2,2020,1,8.216666666666667
64,0,24,1,7,0,1,2,5,2021,8,-3.0166666666666666
67,2,4,1,9,0,0,2,1,2020,3,-0.5833333333333334
67,0,17,2,8,0,0,0,5,2021,10,-11.566666666666666
29,1,1,3,12,0,1,1,4,2020,11,20.533333333333335
38,1,1,4,6,0,0,3,5,2020,8,-13.516666666666667
21,0,1,3,10,0,1,3,1,2020,1,-2.2333333333333334
65,2,34,3,8,0,0,1,5,2021,6,-6.783333333333333
34,0,22,1,12,0,2,0,1,2020,6,15.833333333333334
42,0,29,3,12,0,1,1,3,2020,11,0.25
57,1,41,0,11,0,0,3,2,2020,5,3.0
42,1,23,2,0,0,2,1,4,2021,4,3.05
34,1,41,2,10,0,3,3,1,2020,2,4.466666666666667
61,0,13,3,13,0,0,0,2,2020,4,-6.55
62,2,12,4,7,0,3,2,2,2020,4,-17.066666666666666
34,0,20,1,13,0,3,2,1,2020,1,15.566666666666666
31,0,13,0,9,0,1,0,2,2021,3,-16.4
52,1,37,2,13,0,0,1,2,2021,8,12.166666666666666
59,1,12,3,15,0,2,0,4,2020,3,-12.066666666666666
34,0,9,1,7,0,3,3,5,2020,12,7.15
41,1,36,4,2,0,0,0,5,2021,4,-6.966666666666667
62,0,26,3,7,0,2,1,1,2020,4,-0.1
34,2,25,2,11,0,0,0,3,2020,11,-20.316666666666666
41,0,38,0,3,0,0,3,4,2020,9,3.8333333333333335
42,0,41,1,11,0,3,3,1,2021,8,-18.816666666666666
42,0,21,2,11,0,0,2,1,2021,1,-7.633333333333334
28,1,8,4,11,0,2,3,2,2021,8,0.48333333333333334
25,1,8,3,6,0,1,2,5,2020,6,-5.75
68,2,8,1,4,0,1,0,3,2020,3,-7.2
52,2,19,4,14,0,0,0,3,2021,5,7.616666666666666
35,2,35,4,9,0,3,3,3,2020,11,-7.25
19,1,18,3,0,0,3,3,2,2020,4,-16.266666666666666
36,0,13,3,7,0,3,2,3,2020,12,5.65
39,2,36,2,11,0,2,1,4,2020,6,7.783333333333333
38,0,36,3,0,0,0,2,2,2021,7,-6.4
20,0,28,2,12,0,2,0,2,2021,10,-12.066666666666666
21,1,26,1,11,0,3,1,2,2021,3,7.816666666666666
32,2,26,4,1,0,2,0,4,2021,4,-0.36666666666666664
31,1,20,0,7,0,1,1,5,2020,7,7.766666666666667
61,0,9,4,14,0,1,2,3,2021,3,-3.5833333333333335
70,2,18,2,2,0,0,2,5,2020,2,-4.316666666666666
54,0,12,0,15,0,1,1,1,2021,7,-2.183333333333333
27,2,19,3,1,0,3,1,3,2020,3,11.616666666666667
18,0,32,0,9,0,0,3,1,2021,7,-9.316666666666666
42,1,19,2,7,0,3,2,2,2021,3,-1.5666666666666667
32,1,15,2,1,0,3,2,4,2020,3,-5.55
36,1,32,4,5,0,0,1,2,2021,8,-2.6333333333333333
36,0,25,0,15,0,1,3,4,2020,1,-0.6333333333333333
45,1,39,3,9,0,1,2,1,2021,9,-17.916666666666668
19,2,0,3,15,0,1,3,5,2021,5,-22.133333333333333
52,2,27,0,7,0,0,2,2,2020,12,14.9
50,0,1,2,11,0,1,1,2,2020,3,0.7
36,1,17,3,12,0,1,0,5,2021,6,-2.4833333333333334
60,1,28,4,2,0,2,3,5,2021,2,1.1166666666666667
52,0,41,4,6,0,3,2,1,2021,7,4.483333333333333
21,2,2,4,0,0,2,3,1,2020,2,-5.466666666666667
50,2,36,0,5,0,0,3,2,2020,6,2.6333333333333333
25,2,29,4,10,0,2,3,2,2020,11,6.75
55,2,41,4,14,0,1,2,5,2020,3,-15.783333333333333
55,0,7,1,6,0,1,3,2,2021,10,12.433333333333334
49,0,33,4,0,0,0,0,1,2021,8,19.5
35,1,13,0,14,0,3,2,1,2021,7,-1.4166666666666667
44,1,39,3,7,0,2,3,2,2020,7,-2.2666666666666666
30,0,36,0,1,0,0,2,1,2020,6,-10.516666666666667
62,0,31,4,0,0,0,2,3,2020,9,-1.6166666666666667
40,1,35,0,2,0,1,1,2,2021,9,11.116666666666667
58,0,5,1,6,0,3,2,2,2020,3,-5.066666666666666
40,0,31,2,6,0,0,0,4,2021,8,8.783333333333333
23,2,11,1,14,0,0,0,1,2021,4,-5.25
41,1,3,3,14,0,1,3,1,2020,2,21.5
51,1,18,0,0,0,2,0,2,2020,10,0.5833333333333334
57,2,1,3,9,0,2,1,4,2020,4,7.85
19,0,2,2,6,0,0,3,4,2021,2,15.45
59,2,26,2,11,0,2,3,2,2021,5,4.483333333333333
51,2,2,3,3,0,3,2,5,2020,10,-13.666666666666666
37,0,10,0,8,0,0,3,4,2020,4,-2.316666666666667
58,0,29,0,14,0,2,1,1,2021,8,0.1
44,2,24,0,0,0,1,2,4,2020,5,-2.816666666666667
18,0,31,2,4,0,0,0,2,2020,12,0.9
42,2,32,0,9,0,3,2,5,2020,10,15.35
29,1,40,3,0,0,3,0,3,2021,7,1.0666666666666667
58,0,11,2,1,0,2,0,2,2021,1,-11.316666666666666
46,2,28,1,11,0,0,0,2,2020,9,-14.116666666666667
58,0,7,1,5,0,0,0,4,2021,1,-10.9
29,0,21,2,7,0,1,2,2,2020,11,8.716666666666667
55,1,26,3,10,0,3,1,2,2020,8,-6.616666666666666
53,0,9,0,13,0,2,2,3,2020,10,-7.483333333333333
27,0,19,3,2,0,2,2,2,2020,12,-1.3166666666666667
58,0,38,3,11,0,0,0,4,2020,6,-1.0833333333333333
64,0,30,3,12,0,0,3,3,2020,1,17.133333333333333
50,1,14,1,11,0,1,2,1,2020,8,-6.2
58,0,32,1,4,0,1,0,1,2020,9,11.816666666666666
39,2,34,4,9,0,1,0,1,2021,10,17.7
63,1,16,4,0,0,1,1,4,2020,9,-21.016666666666666
43,0,35,1,9,0,2,1,5,2021,11,3.533333333333333
34,1,9,2,5,0,3,3,5,2020,7,-3.55
63,2,37,3,12,0,3,2,4,2020,2,19.416666666666668
55,2,1,0,9,0,0,3,4,2021,9,2.9166666666666665
66,0,30,4,5,0,2,2,4,2020,1,-2.783333333333333
60,1,39,2,12,0,2,2,3,2021,3,-10.466666666666667
36,1,3,1,3,0,2,2,1,2021,10,15.366666666666667
24,0,9,2,5,0,1,3,3,2020,7,-3.35
36,0,15,3,13,0,3,3,3,2021,7,-1.1
68,1,27,4,14,0,3,1,2,2020,11,7.633333333333334
19,2,37,3,12,0,0,2,3,2020,7,11.8
70,0,25,2,3,0,0,3,5,2020,11,20.816666666666666
19,2,40,4,2,0,2,1,3,2020,4,-3.3833333333333333
42,0,7,2,2,0,2,0,4,2020,9,8.983333333333333
52,2,8,3,13,0,3,1,1,2020,1,-4.416666666666667
23,2,0,4,13,0,2,1,4,2020,10,12.716666666666667
31,0,3,2,11,0,3,3,4,2020,3,-1.65
40,1,3,0,0,0,1,3,3,2021,8,8.933333333333334
65,1,5,3,7,0,0,3,3,2021,3,-3.4833333333333334
65,2,39,2,12,0,3,3,3,2020,7,-11.616666666666667
18,1,12,3,1,0,0,1,5,2020,11,11.583333333333334
65,1,4,2,10,0,1,0,4,2020,6,-14.916666666666666
52,0,32,3,1,0,2,3,1,2021,1,-6.183333333333334
35,0,2,4,14,0,3,1,3,2021,11,0.75
62,2,31,3,12,0,1,0,5,2020,6,-12.65
26,1,25,3,6,0,1,2,1,2020,5,15.733333333333333
55,1,13,1,12,0,0,2,1,2020,4,1.6833333333333333
57,2,30,0,13,0,2,0,2,2021,11,13.616666666666667
34,0,27,1,3,0,2,3,2,2020,10,14.0
47,2,2,4,0,0,0,3,1,2021,2,12.4
48,0,20,4,3,0,2,3,1,2020,4,17.933333333333334
27,1,36,2,11,0,1,2,3,2021,9,3.05
35,2,35,3,4,0,3,2,4,2021,12,4.633333333333334
65,1,28,1,2,0,0,1,1,2021,2,7.666666666666667
57,2,0,1,14,0,3,0,1,2020,10,-0.6333333333333333
23,0,11,0,15,0,3,0,4,2021,1,6.516666666666667
62,1,15,3,6,0,0,0,4,2020,6,-11.35
53,2,2,4,2,0,0,1,4,2020,8,1.85
57,1,3,0,10,0,3,2,2,2020,12,18.266666666666666
56,2,8,3,13,0,3,0,4,2020,1,-0.35
65,0,12,1,4,0,1,3,1,2021,5,1.4333333333333333
49,1,22,1,4,0,0,2,2,2021,5,15.516666666666667
60,0,18,2,12,0,2,3,3,2020,12,-6.033333333333333
53,2,30,3,3,0,0,1,1,2021,7,2.6
24,2,38,3,5,0,1,2,1,2021,8,-11.25
60,0,5,3,13,0,3,1,2,2021,8,0.45
65,1,32,0,10,0,3,0,3,2021,5,9.183333333333334
33,1,22,3,8,0,1,1,5,2020,3,-1.65
33,0,4,4,13,0,3,1,4,2020,12,18.433333333333334
54,1,16,1,7,0,1,3,5,2021,5,18.45
49,2,21,3,10,0,1,0,5,2020,7,-16.85
42,1,16,1,14,0,3,2,3,2021,9,-6.166666666666667
21,1,7,1,3,0,0,3,4,2020,2,-8.566666666666666
33,1,19,2,13,0,0,2,1,2021,10,1.9333333333333333
42,0,37,2,1,0,3,2,5,2021,9,-12.133333333333333
69,2,38,2,10,0,1,1,3,2021,6,10.583333333333334
20,0,3,2,1,0,1,0,4,2021,5,-2.716666666666667
39,1,19,4,13,0,3,3,5,2020,9,2.0
18,0,16,3,5,0,2,3,4,2021,7,-5.716666666666667
32,0,9,0,7,0,0,0,3,2020,5,-12.25
54,2,35,2,11,0,0,0,5,2020,3,-2.3666666666666667
32,0,3,0,3,0,2,1,3,2021,3,12.233333333333333
34,2,31,3,9,0,0,2,5,2020,12,-2.433333333333333
33,1,32,3,15,0,0,3,5,2021,6,12.333333333333334
21,2,9,1,1,0,3,3,1,2020,9,-19.416666666666668
37,1,14,4,5,0,1,3,5,2020,12,8.216666666666667
33,2,7,4,11,0,3,3,2,2020,3,-20.083333333333332
69,1,6,0,9,0,0,0,2,2020,9,-16.516666666666666
29,1,26,1,5,0,2,3,5,2020,8,-14.95
61,2,12,4,4,0,1,3,1,2020,1,-10.533333333333333
61,0,3,4,10,0,2,2,1,2021,6,1.1833333333333333
58,2,7,4,9,0,0,2,2,2021,4,4.85
50,1,5,0,11,0,0,0,5,2020,11,3.2666666666666666
63,1,17,4,3,0,2,1,2,2021,6,-3.0
23,1,18,2,8,0,0,1,5,2020,5,-5.9
21,1,12,1,7,0,1,3,4,2020,1,5.766666666666667
36,2,24,4,3,0,1,3,5,2021,5,1.0666666666666667
68,2,8,2,1,0,0,1,2,2021,8,-10.783333333333333
21,1,7,0,12,0,2,2,1,2021,1,-10.55
39,1,10,0,11,0,1,2,1,2021,2,6.133333333333334
44,0,29,0,12,0,2,0,3,2021,7,7.083333333333333
54,0,37,2,0,0,2,1,5,2020,1,11.716666666666667
65,2,18,1,11,0,0,1,3,2021,5,-2.5166666666666666
34,1,7,1,2,0,2,3,4,2020,12,-14.966666666666667
27,1,0,2,15,0,3,3,3,2021,12,-10.966666666666667
40,0,33,3,10,0,2,2,4,2021,12,7.816666666666666
43,1,3,4,2,0,0,0,1,2020,5,-1.6166666666666667
26,2,20,1,1,0,2,0,5,2021,6,7.316666666666666
60,1,37,2,14,0,0,3,1,2020,4,3.566666666666667
20,1,28,1,13,0,1,3,5,2020,1,1.8
22,0,7,4,11,0,1,0,1,2021,8,0.4166666666666667
59,0,34,2,8,0,3,3,3,2020,4,10.033333333333333
54,0,16,0,4,0,2,1,2,2020,9,-1.4666666666666666
38,1,38,3,12,0,2,1,5,2020,7,18.95
33,2,25,3,15,0,3,1,4,2021,12,-7.05
30,2,25,1,9,0,0,2,4,2020,7,13.666666666666666
55,0,8,3,2,0,0,0,3,2021,1,1.6833333333333333
67,1,19,4,10,0,2,0,5,2020,4,-10.966666666666667
18,0,27,4,14,0,1,1,4,2021,12,1.3
61,0,34,0,14,0,0,2,2,2020,7,-9.15
41,2,40,1,15,0,3,0,5,2020,10,-0.6
37,0,1,3,0,0,2,1,2,2021,3,0.0
62,2,21,3,9,0,2,2,2,2020,11,8.166666666666666
59,2,17,0,11,0,2,2,5,2021,2,-22.866666666666667
55,0,4,1,13,0,1,2,5,2020,2,-8.633333333333333
60,1,0,4,13,0,0,0,5,2021,3,-4.333333333333333
36,1,25,4,2,0,0,3,3,2020,6,1.0166666666666666
48,1,33,0,11,0,1,3,2,2020,9,-6.966666666666667
48,2,10,1,1,0,2,1,1,2021,8,-6.766666666666667
46,1,38,4,13,0,1,2,3,2021,3,-7.5
44,1,41,1,8,0,3,0,3,2020,9,-6.916666666666667
44,2,20,3,0,0,1,0,5,2021,6,7.383333333333334
26,2,13,2,4,0,0,1,3,2021,11,6.983333333333333
44,2,19,0,14,0,2,1,1,2020,1,1.5333333333333334
22,1,15,2,9,0,2,3,3,2020,3,2.716666666666667
65,1,33,1,10,0,1,0,3,2020,4,6.366666666666666
38,1,39,1,7,0,3,0,5,2020,12,1.3666666666666667
22,0,25,3,5,0,2,1,2,2020,12,-12.616666666666667
18,1,32,2,3,0,3,2,5,2021,5,5.75
26,1,13,0,4,0,3,0,3,2021,11,17.85
69,2,14,4,3,0,1,0,3,2021,2,0.38333333333333336
53,0,6,2,11,0,2,2,1,2021,4,-1.5333333333333334
38,1,12,2,8,0,0,3,3,2021,7,2.3833333333333333
63,0,40,3,4,0,2,3,2,2021,7,16.533333333333335
18,0,18,0,0,0,0,2,5,2021,12,8.666666666666666
49,1,23,3,1,0,0,1,4,2020,7,-2.3833333333333333
34,2,1,3,1,0,1,3,3,2021,12,10.183333333333334
30,2,2,1,4,0,3,3,4,2021,4,-1.6
20,2,6,4,13,0,0,1,1,2020,8,1.6166666666666667
36,2,24,0,5,0,0,2,4,2020,7,14.366666666666667
43,2,10,2,3,0,2,1,3,2020,12,-9.533333333333333
21,0,30,2,1,0,0,0,5,2020,1,-13.433333333333334
70,0,3,4,9,0,3,3,2,2021,11,8.7
47,1,31,2,0,0,1,1,5,2020,6,-9.033333333333333
59,2,7,4,12,0,0,2,5,2020,9,-7.2
19,2,18,1,0,0,2,0,3,2021,4,-10.2
48,1,1,1,2,0,3,1,3,2021,10,2.65
56,1,15,1,8,0,0,2,3,2021,10,5.0
53,2,24,2,15,0,3,1,4,2021,11,17.433333333333334
58,0,26,4,9,0,3,1,3,2020,11,1.45
49,0,13,0,0,0,3,0,3,2021,9,-0.7833333333333333
69,1,32,0,0,0,0,3,3,2020,6,20.166666666666668
67,0,21,2,1,0,2,1,1,2020,8,-0.016666666666666666
35,0,14,3,6,0,2,0,3,2021,6,-12.4
70,2,12,1,11,0,2,2,3,2020,9,-10.4
67,2,24,2,11,0,1,2,2,2020,9,19.1
67,2,1,1,12,0,0,1,5,2021,12,-5.6
24,0,28,0,8,0,0,3,1,2020,11,-12.116666666666667
29,2,2,0,11,0,0,1,4,2020,12,4.45
53,0,41,4,3,0,1,2,1,2020,7,0.4
69,1,41,0,2,0,3,3,2,2021,10,16.0
67,0,35,3,6,0,1,0,3,2020,9,11.033333333333333
40,0,33,4,13,0,1,1,2,2021,11,4.15
46,1,37,0,4,0,1,0,5,2020,2,-9.133333333333333
67,0,23,2,13,0,3,3,2,2021,1,-2.2333333333333334
18,0,17,0,11,0,3,1,3,2020,7,-5.033333333333333
58,2,14,2,1,0,3,3,2,2020,2,-15.0
64,0,1,1,2,0,3,0,4,2020,7,-21.416666666666668
54,1,29,2,1,0,2,0,2,2020,3,-1.45
69,1,27,1,4,0,0,1,4,2021,1,11.083333333333334
55,0,39,3,8,0,1,3,3,2021,4,-7.75
24,1,12,2,12,0,2,2,1,2021,5,4.45
59,2,3,0,13,0,3,0,1,2020,7,13.283333333333333
34,0,31,1,12,0,2,0,2,2020,5,7.533333333333333
18,2,17,2,5,0,1,1,4,2021,1,-11.283333333333333
19,2,3,0,7,0,2,3,1,2020,4,-8.016666666666667
66,0,28,2,2,0,0,3,1,2021,7,-11.05
58,0,4,2,4,0,1,0,1,2021,8,-10.55
52,2,16,0,4,0,1,2,2,2020,10,-1.5166666666666666
18,2,20,1,7,0,2,0,3,2020,8,3.6666666666666665
31,2,2,4,1,0,2,2,2,2021,8,-12.816666666666666
32,0,3,0,11,0,0,0,3,2020,1,14.95
62,0,22,3,5,0,1,2,3,2021,2,-10.166666666666666
35,1,6,0,11,0,1,1,5,2020,4,12.883333333333333
63,1,29,0,5,0,2,0,5,2021,4,7.333333333333333
59,0,15,1,0,0,3,0,2,2021,11,-8.283333333333333
43,2,20,2,5,0,0,2,1,2020,1,6.9
27,0,28,3,11,0,2,2,3,2020,12,0.31666666666666665
23,1,4,3,14,0,3,1,2,2021,1,-17.583333333333332
55,2,9,2,10,0,0,2,3,2020,8,13.05
32,1,31,1,10,0,3,1,3,2021,10,9.15
31,0,18,4,6,0,0,1,3,2020,6,-12.8
40,1,9,3,8,0,1,1,4,2021,12,7.633333333333334
41,1,13,2,14,0,2,0,2,2020,9,3.1
67,2,0,1,7,0,3,1,3,2020,10,1.5166666666666666
46,2,19,3,14,0,1,1,2,2020,4,-15.6
65,1,38,2,2,0,0,3,2,2021,6,-6.616666666666666
34,2,28,3,10,0,0,2,2,2021,5,-5.116666666666666
18,0,15,4,6,0,2,3,2,2021,7,7.05
33,1,20,1,10,0,2,3,2,2020,9,-1.9666666666666666
44,0,36,0,13,0,3,2,4,2020,7,2.1166666666666667
51,2,36,0,9,0,0,0,5,2020,2,-9.316666666666666
36,2,3,0,12,0,3,1,2,2021,10,-0.2
70,0,34,0,3,0,2,1,4,2020,4,-5.516666666666667
53,0,9,2,3,0,0,1,1,2020,9,9.4
49,0,12,3,4,0,1,0,5,2020,1,-4.966666666666667
62,1,23,3,6,0,2,1,2,2020,1,-5.483333333333333
69,0,12,2,6,0,0,2,4,2020,8,14.583333333333334
25,2,25,0,4,0,3,1,1,2020,1,5.233333333333333
43,0,27,3,15,0,3,1,1,2020,8,2.8
68,1,36,3,12,0,0,1,4,2021,11,-0.08333333333333333
49,2,30,2,2,0,1,1,4,2021,8,-8.233333333333333
63,2,4,4,11,0,3,3,1,2020,6,-5.616666666666666
70,0,8,4,4,0,0,1,1,2021,11,-2.2
39,0,9,2,2,0,0,1,4,2021,1,-15.266666666666667
68,2,20,4,11,0,0,3,5,2020,1,7.833333333333333
61,1,18,4,3,0,1,3,1,2021,3,5.083333333333333
59,1,29,3,7,0,1,3,1,2021,8,-2.6666666666666665
18,1,37,0,14,0,0,0,5,2021,2,-4.266666666666667
60,0,2,2,11,0,1,1,5,2020,1,1.5333333333333334
36,0,16,4,8,0,1,3,3,2021,3,7.0
65,2,34,4,14,0,0,1,4,2020,7,8.933333333333334
18,1,14,3,7,0,3,0,1,2020,2,-8.116666666666667
48,1,29,0,2,0,3,2,3,2020,9,-10.666666666666666
20,2,28,4,10,0,0,3,3,2020,8,5.816666666666666
60,1,3,4,5,0,1,2,5,2021,8,4.0
41,2,20,2,14,0,3,0,2,2020,10,-7.066666666666666
50,2,39,3,12,0,0,0,4,2020,6,3.466666666666667
59,1,36,4,6,0,1,1,4,2021,4,7.15
65,1,39,3,8,0,1,3,4,2020,3,17.25
41,1,18,1,1,0,0,3,5,2020,5,-18.9
44,1,1,2,5,0,1,2,3,2020,3,12.75
54,0,38,0,11,0,1,3,5,2021,6,2.816666666666667
20,0,11,3,15,0,1,1,4,2021,7,-10.0
52,2,10,4,6,0,3,2,4,2021,1,7.083333333333333
58,1,39,3,9,0,1,3,2,2021,9,2.0
44,1,18,3,10,0,1,1,1,2020,11,-7.333333333333333
61,1,26,1,5,0,0,3,2,2021,9,8.333333333333334
46,2,5,3,9,0,1,2,5,2021,4,2.4
55,1,24,3,11,0,0,2,2,2020,7,13.316666666666666
56,2,29,2,13,0,3,0,3,2021,1,-1.4833333333333334
56,0,19,4,8,0,3,1,2,2020,10,-1.2666666666666666
44,0,27,1,3,0,0,0,1,2020,9,5.1
45,2,1,0,11,0,3,3,2,2020,10,-4.416666666666667
45,2,13,3,12,0,3,2,2,2021,11,2.05
27,1,25,3,13,0,1,3,3,2020,5,-5.283333333333333
44,2,39,1,6,0,1,0,3,2021,12,18.0
57,1,14,2,14,0,0,1,4,2021,8,10.8
25,0,16,3,2,0,0,3,5,2021,7,-1.6166666666666667
45,1,26,0,12,0,2,3,1,2021,8,-7.366666666666666
42,1,20,4,8,0,0,2,1,2020,1,-16.466666666666665
33,1,16,0,5,0,0,0,4,2021,5,-7.366666666666666
43,0,20,2,4,0,0,0,5,2021,7,10.083333333333334
45,2,9,1,4,0,1,0,5,2021,9,-21.766666666666666
56,0,2,3,3,0,3,0,4,2021,5,-7.566666666666666
39,2,15,3,12,0,3,2,5,2021,11,8.683333333333334
29,0,36,4,12,0,0,1,2,2020,1,-14.35
55,0,5,2,4,0,2,2,3,2021,7,-3.566666666666667
18,2,41,0,9,0,1,2,1,2021,3,1.35
58,2,4,1,0,0,0,0,2,2021,9,-12.866666666666667
21,1,5,4,4,0,3,1,5,2021,7,-6.833333333333333
36,2,41,0,2,0,2,0,3,2021,2,7.633333333333334
67,1,33,2,12,0,1,3,3,2020,8,6.133333333333334
44,2,39,1,15,0,0,0,4,2021,5,-6.633333333333334
64,1,4,1,3,0,2,2,5,2021,11,8.9
30,2,25,2,14,0,1,3,2,2021,7,-7.033333333333333
61,1,23,4,9,0,3,1,5,2020,2,-13.1
63,1,22,4,8,0,1,2,3,2020,10,-14.116666666666667
64,2,30,4,8,0,3,3,1,2020,2,1.9833333333333334
51,0,10,4,0,0,0,2,5,2020,12,0.5166666666666667
47,0,5,0,6,0,1,2,2,2020,1,2.1333333333333333
61,2,5,4,10,0,0,0,5,2021,8,7.283333333333333
19,2,9,4,7,0,0,0,4,2021,1,1.1333333333333333
35,0,29,4,15,0,3,3,1,2021,1,-3.05
27,1,29,0,0,0,3,1,4,2021,3,4.2
59,1,14,0,13,0,2,2,2,2021,2,-7.45
56,0,13,0,10,0,2,0,5,2020,3,-5.516666666666667
38,2,7,2,12,0,1,0,2,2021,12,9.216666666666667
61,0,20,1,5,0,1,0,2,2021,5,-2.8333333333333335
20,0,10,2,11,0,1,2,5,2020,1,5.083333333333333
47,2,27,1,0,0,2,3,5,2021,6,7.533333333333333
34,1,32,2,13,0,0,1,1,2020,4,-7.716666666666667
70,1,32,2,1,0,1,1,4,2020,11,3.466666666666667
53,2,2,0,11,0,0,1,2,2020,12,-11.183333333333334
22,2,37,1,8,0,1,3,2,2021,11,0.3333333333333333
47,1,36,0,9,0,1,0,3,2021,11,-10.466666666666667
53,1,5,1,12,0,0,2,2,2020,2,5.2
54,0,14,1,3,0,1,2,5,2021,10,1.6666666666666667
24,0,16,3,3,0,0,3,5,2020,12,13.1
60,1,37,2,8,0,0,1,4,2020,6,-6.233333333333333
56,2,8,2,3,0,2,3,1,2021,8,-7.233333333333333
41,1,38,2,5,0,1,2,5,2020,2,-17.983333333333334
26,2,33,1,10,0,1,3,4,2020,1,14.816666666666666
51,2,23,3,14,0,1,1,2,2021,11,0.26666666666666666
46,2,39,1,10,0,0,0,4,2021,8,13.933333333333334
56,2,36,0,7,0,3,3,3,2020,7,-16.366666666666667
38,0,23,1,6,0,2,2,2,2021,6,5.066666666666666
70,2,33,1,3,0,0,0,3,2020,6,-16.116666666666667
41,2,38,1,2,0,3,1,4,2021,12,-7.9
24,0,11,1,11,0,1,0,4,2020,5,2.5833333333333335
59,2,40,4,11,0,1,2,4,2020,7,7.766666666666667
57,0,25,0,8,0,1,0,5,2020,4,-13.716666666666667
48,2,28,4,1,0,0,2,1,2021,5,12.916666666666666
40,1,0,2,15,0,3,2,1,2021,10,-3.316666666666667
61,0,27,0,14,0,0,3,2,2021,4,-0.6
69,2,40,3,9,0,0,1,2,2020,1,3.566666666666667
32,0,6,4,10,0,2,2,4,2020,6,8.466666666666667
39,0,7,1,13,0,1,1,1,2020,10,-4.283333333333333
